patID,t_start,t_end,NNmean,NNmedian,NNmode,NNvariance,NNskew,NNkurt,NNiqr,SDNN,RMSSD,pnn50,btsdet,avgsqi,tdflag,ulf,vlf,lf,hf,lfhf,ttlpwr,fdflag,ac,dc,SD1,SD2,SD1SD2,SampEn,ApEn
2009_v1_06090850_ECG,0,300,955.15016,974,1019,3.97607033,-0.953283736,2.89673312,79.25,63.0560888,20.8928125,0.0288461538,313,0.969012364,5,694.981717,3366.8871,266.069964,119.265013,2.23,4447.20379,5,-7.07773109,5.69140625,14.794716,87.9389392,0.168238508,1.1403174,0.968333439
2009_v1_06090850_ECG,5,305,952.603175,973,1019,4.24406814,-0.887085802,2.68491556,84.75,65.1465129,20.9401635,0.0286624204,315,0.967358901,5,883.409148,3507.695,213.072391,150.831018,1.41,4755.00756,5,-6.92584746,5.8721374,14.8269095,90.9301877,0.163058164,1.13874251,0.964478758
2009_v1_06090850_ECG,10,310,950.28481,973,1019,4.5405091,-0.832611893,2.48875292,89.5,67.3832999,21.3194896,0.0285714286,316,0.967393089,5,1098.18683,3609.78533,249.616856,148.269914,1.68,5105.85893,5,-6.90495868,5.94767442,15.0961355,94.0910458,0.160441787,1.06533539,0.945758325
2009_v1_06090850_ECG,15,315,946.876972,973,1019,5.13519684,-0.838083671,2.46747667,106,71.6602878,21.2096228,0.0284810127,317,0.967393089,5,1478.83149,3796.73711,412.432205,165.75095,2.49,5853.75175,5,-6.89516129,5.76968504,15.0160747,100.224304,0.149824684,1.04463501,0.917265646
2009_v1_06090850_ECG,20,320,943.619497,972.5,1019,5.69411028,-0.827072551,2.4128108,122,75.4593287,21.1956486,0.0283911672,318,0.967393089,5,1872.23006,4096.46014,451.579641,148.377974,3.04,6568.64782,5,-6.87096774,5.87304688,15.0062483,105.655256,0.142030306,0.969546006,0.874894688
2009_v1_06090850_ECG,25,325,939.74375,971.5,1019,6.23812222,-0.773298131,2.26255569,131,78.9817841,21.0629747,0.0282131661,320,0.967649499,5,2340.59666,4431.59538,328.647397,145.462394,2.26,7246.30183,5,-6.83070866,5.8996063,14.911455,110.697303,0.134704772,0.96793924,0.872738352
2009_v1_06090850_ECG,30,330,936.925,970.5,1019,6.61640815,-0.712378858,2.10186013,140.5,81.3413065,20.9207341,0.0282131661,320,0.967683687,5,2730.69843,4611.60352,239.360231,136.242584,1.76,7717.90476,5,-6.99418605,6.014,14.8147376,114.076027,0.12986723,0.882633037,0.825586902
2009_v1_06090850_ECG,35,335,935.17134,970,1019,6.81943618,-0.6615247,1.97791877,146.25,82.5798775,20.8968449,0.028125,321,0.967239243,5,3030.62345,4603.11381,208.736023,124.005847,1.68,7966.47912,5,-7.02692308,5.852,14.7980725,115.844246,0.127741109,0.88146091,0.827454878
2009_v1_06090850_ECG,40,340,933.416149,970,1019,6.99370167,-0.608241601,1.86747939,154,83.6283545,20.9094622,0.0280373832,322,0.967239243,5,3311.30672,4505.49421,232.31624,127.017687,1.83,8176.13485,5,-7.16098485,5.89112903,14.8064246,117.337859,0.126186251,0.875405215,0.819880702
2009_v1_06090850_ECG,45,345,931.785714,970,1019,7.11174522,-0.553163621,1.77925279,157,84.331164,20.7856588,0.0280373832,322,0.967239243,5,3532.57096,4429.12611,233.163519,121.792575,1.91,8316.65317,5,-7.07945736,5.85515873,14.7195158,118.350438,0.124372296,0.877451636,0.825927801
2009_v1_06090850_ECG,50,350,930.549689,969.5,1019,7.15115173,-0.510451695,1.73204232,157,84.5644827,20.8154627,0.0280373832,322,0.967239243,5,3631.61514,4388.44087,216.381949,119.512062,1.81,8355.95002,5,-6.95275591,6.00585938,14.7406248,118.680316,0.124204462,0.869364394,0.822061991
2009_v1_06090850_ECG,55,355,928.724458,964,1019,7.15941763,-0.453322515,1.68475616,156.25,84.6133419,20.875258,0.0279503106,323,0.967239243,5,3726.29858,4288.77741,207.72481,123.998364,1.68,8346.79916,5,-6.66865079,6.08653846,14.78116,118.744905,0.124478267,0.868650125,0.82558451
2009_v1_06090850_ECG,60,360,926.669753,958.5,1019,7.12831475,-0.397077585,1.65212898,157,84.4293477,20.9524007,0.0278637771,324,0.965466751,5,3780.84095,4175.77558,211.656174,124.533284,1.7,8292.80598,5,-6.736,6.16856061,14.8368202,118.475729,0.125230884,0.883965401,0.832516117
2009_v1_06090850_ECG,65,365,924.550769,957,1019,7.08979757,-0.341278102,1.62510285,157,84.2009357,20.951443,0.0277777778,325,0.958306292,5,3824.56504,4037.93691,236.501887,127.459634,1.86,8226.46348,5,-6.62304688,6.01717557,14.8345762,118.150457,0.125556656,0.874446793,0.835203507
2009_v1_06090850_ECG,70,370,921.48773,951.5,1019,7.22289062,-0.273252461,1.56456414,159,84.987591,20.8386475,0.0276923077,326,0.950500024,5,4045.39343,3870.8419,322.528298,138.888963,2.32,8377.6526,5,-6.36153846,5.90192308,14.7527154,119.281761,0.123679557,0.866357853,0.831883739
2009_v1_06090850_ECG,75,375,919.073394,944,1019,7.34420319,-0.211349318,1.51145372,164.75,85.6983266,20.7680737,0.027607362,327,0.941665266,5,4248.09561,3847.46261,290.930169,129.894801,2.24,8516.3832,5,-6.38653846,5.63461538,14.7057359,120.30024,0.12224195,0.861532731,0.833424206
2009_v1_06090850_ECG,80,380,917.039755,937,1019,7.53890946,-0.167462194,1.45891653,166,86.8268936,20.8778951,0.027607362,327,0.933895228,5,4536.33466,3845.27739,248.762171,124.281181,2,8754.6554,5,-6.33522727,5.55078125,14.7848361,121.898431,0.121288157,0.803262346,0.798953276
2009_v1_06090850_ECG,85,385,917.107692,938,1019,7.59984948,-0.172032968,1.44887584,167.25,87.1771156,20.9647706,0.0277777778,325,0.925889039,5,4800.57905,3701.02109,226.245169,148.48425,1.52,8876.32955,5,-6.29734848,5.80905512,14.8472537,122.389779,0.121311222,0.82112216,0.809027157
2009_v1_06090850_ECG,90,390,916.717791,937.5,1019,7.60906473,-0.161612242,1.44127056,167,87.2299532,21.1052308,0.0276923077,326,0.920323036,5,4998.40583,3517.25968,240.467297,152.575565,1.58,8908.70837,5,-6.37781955,5.79527559,14.9464915,122.452978,0.122059028,0.821680572,0.806551509
2009_v1_06090850_ECG,95,395,916.765432,946.5,1019,7.78796958,-0.1469344,1.43026309,169.5,88.2494735,25.6881754,0.0340557276,324,0.919393225,5,5099.29538,3506.67893,290.423308,229.414743,1.27,9125.81237,5,-6.5075188,5.678,18.1877961,123.471224,0.147303926,0.824680794,0.80064491
2009_v1_06090850_ECG,100,400,916.878505,944,1019,8.00412582,-0.0973866832,1.49705505,171,89.4657801,30.2593477,0.0375,321,0.918658182,5,5019.25089,3632.09304,307.58126,338.413866,0.91,9297.33906,5,-6.51315789,5.63114754,21.4282574,124.695956,0.171844044,0.821444336,0.795004411
2009_v1_06090850_ECG,105,405,914.946875,913.5,1019,7.92445171,-0.051892935,1.50894236,170,89.0193895,30.2117916,0.0376175549,320,0.917320964,5,4894.70164,3622.37178,316.440078,366.901065,0.86,9200.41456,5,-6.44924812,5.7892562,21.3955081,124.061016,0.172459559,0.831367321,0.806493499
2009_v1_06090850_ECG,110,410,914.62776,905,1019,8.0992534,0.0145312881,1.62804305,170,89.9958521,36.5446666,0.0443037975,317,0.917320964,5,4650.83193,3835.52955,344.575259,507.948949,0.68,9338.88569,5,-6.47932331,5.62288136,25.8819351,124.613933,0.20769696,0.819639965,0.786097122
2009_v1_06090850_ECG,115,415,913.399361,891,1019,8.11425346,0.0462795805,1.6361542,170,90.0791511,36.8599219,0.0480769231,313,0.917320964,5,4556.07076,3926.40235,339.277348,524.028363,0.65,9345.77882,5,-6.32884615,5.5534188,26.1045763,124.687842,0.209359436,0.826907845,0.784638542
2009_v1_06090850_ECG,120,420,912.370607,891,1019,8.01415067,0.0681603338,1.66591788,169.25,89.5217888,36.9298972,0.0480769231,313,0.917320964,5,4300.78402,3995.97676,345.784699,536.707794,0.64,9179.25327,5,-6.45898438,5.47268908,26.1551124,123.871754,0.211146702,0.832974699,0.793202632
